,sample_id,Site,Archaea|Crenarchaeota,Archaea|Euryarchaeota,Archaea|Thaumarchaeota,Bacteria|Abditibacteriota,Bacteria|Acidobacteria,Bacteria|Actinobacteria,Bacteria|Aquificae,Bacteria|Armatimonadetes,Bacteria|Bacteroidetes,Bacteria|Balneolaeota,Bacteria|Calditrichaeota,Bacteria|Candidatus Aerophobetes,Bacteria|Candidatus Aminicenantes,Bacteria|Candidatus Atribacteria,Bacteria|Candidatus Buchananbacteria,Bacteria|Candidatus Cloacimonetes,Bacteria|Candidatus Curtissbacteria,Bacteria|Candidatus Dadabacteria,Bacteria|Candidatus Desantisbacteria,Bacteria|Candidatus Doudnabacteria,Bacteria|Candidatus Eisenbacteria,Bacteria|Candidatus Falkowbacteria,Bacteria|Candidatus Fermentibacteria,Bacteria|Candidatus Gottesmanbacteria,Bacteria|Candidatus Gracilibacteria,Bacteria|Candidatus Hydrogenedentes,Bacteria|Candidatus Jacksonbacteria,Bacteria|Candidatus Kaiserbacteria,Bacteria|Candidatus Latescibacteria,Bacteria|Candidatus Magasanikbacteria,Bacteria|Candidatus Margulisbacteria,Bacteria|Candidatus Marinimicrobia,Bacteria|Candidatus Melainabacteria,Bacteria|Candidatus Microgenomates,Bacteria|Candidatus Nomurabacteria,Bacteria|Candidatus Omnitrophica,Bacteria|Candidatus Parcubacteria,Bacteria|Candidatus Peregrinibacteria,Bacteria|Candidatus Poribacteria,Bacteria|Candidatus Portnoybacteria,Bacteria|Candidatus Rokubacteria,Bacteria|Candidatus Ryanbacteria,Bacteria|Candidatus Saccharibacteria,Bacteria|Candidatus Staskawiczbacteria,Bacteria|Candidatus Sumerlaeota,Bacteria|Candidatus Taylorbacteria,Bacteria|Candidatus Terrybacteria,Bacteria|Candidatus Woesebacteria,Bacteria|Chlamydiae,Bacteria|Chlorobi,Bacteria|Chloroflexi,Bacteria|Chrysiogenetes,Bacteria|Cyanobacteria,Bacteria|Deferribacteres,Bacteria|Deinococcus-Thermus,Bacteria|Dictyoglomi,Bacteria|Elusimicrobia,Bacteria|Firmicutes,Bacteria|Fusobacteria,Bacteria|Gemmatimonadetes,Bacteria|Ignavibacteriae,Bacteria|Nitrospinae,Bacteria|Nitrospirae,Bacteria|Planctomycetes,Bacteria|Proteobacteria,Bacteria|Rhodothermaeota,Bacteria|Spirochaetes,Bacteria|Synergistetes,Bacteria|Tenericutes,Bacteria|Thermodesulfobacteria,Bacteria|Thermotogae,Bacteria|Verrucomicrobia,Bacteria|candidate division CPR1,Bacteria|candidate division CPR3,Bacteria|candidate division NC10,Bacteria|candidate division WWE3,Bacteria|candidate division Zixibacteria,Eukaryota|Apicomplexa,Eukaryota|Ascomycota,Eukaryota|Bacillariophyta,Eukaryota|Basidiomycota,Eukaryota|Blastocladiomycota,Eukaryota|Chlorophyta,Eukaryota|Chytridiomycota,Eukaryota|Cryptomycota,Eukaryota|Microsporidia,Eukaryota|Mucoromycota,Eukaryota|Streptophyta,Eukaryota|Zoopagomycota
85,SLG10,SLG,0,0.19379,0,0,0.10225,4.42987,0.27141,0.00015,0.14276,0,0,0,0,0.00013,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0.00484,0,0,0,0,0.37572,0.00349,0,0,0,0,0,0,0,0,0,0.00035,0,0.00031,0,18.87322,0,0.08567,0,0,1.81751,0.00277,0.00011,0.00063,0,0.00051,0.00018,5.68829,0,0.13554,0.01497,0.52989,0,0.03265,0.00074,0,0,0.00186,0,0,0.0149,0.17415,0.00013,0.02721,0,0.02244,0,0.00148,0.0005,0.00303,0,0.00013
86,SLG13,SLG,0,0.11431,0,0,0.06277,2.4963,0.19925,0,0.49274,0,0,0,0,0.00648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00378,0,0,0,0,0.28994,0.00309,0,0,0,0,0.00011,0,0,0,0,0,0,0.0273,0,17.93066,0,0.06351,0,0,2.4873,0.00656,0.0008,0.00029,0,0.00243,0.00068,6.1943,0,0.10402,0.04353,2.06038,0.04416,0.00786,0.00076,0,0,0.00127,0,0.00675,0.00998,0.10778,0.00026,0.03328,0,0.01412,0,0.00039,0.00033,0.00168,0,0
87,SLG14,SLG,0,0.10225,0,0,0.08113,3.36148,0.24107,0,0.45644,0,0,0,0,0.00069,0,0,0,0,0,0,0,0,0.00025,0,0,0,0,0,0,0,0,0,0.01433,0,0,0.00011,0,0.27525,0.00267,0.01039,0,0,0.0002,0,0,0,0.0004,0,0,0,0.00034,0,18.98699,0,0.08127,0,0,2.73294,0.00495,0,0,0,0.00044,0.00217,4.76705,0,0.04459,0.01644,1.06057,0.04334,0.00828,0.00147,0,0,0.00027,0,0,0.08044,0.13272,0.00042,0.0428,0,0.02653,0.00011,0.00066,0.00039,0.00405,0,0.00019
88,SLG16,SLG,0,0.07305,0,0,0.03356,2.24352,0.24242,0.00015,0.33484,0,0,0,0,0.0076,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0.02498,0,0,0,0,0.36044,0.00348,0,0,0,0.00019,0.0002,0,0,0.00018,0,0,0,0.00033,0,21.66539,0,0.03854,0,0,1.12637,0.00582,0,0,0,0.0007,0.00285,3.66727,0,0.14933,0.01358,0.85504,0.00022,0.01049,0,0,0,0.0015,0,0.00412,0.03115,0.05937,0.00045,0.01187,0,0.01664,0,0.00035,0.00024,0.00189,0,0
89,SLG18,SLG,0,0.15359,0,0,0.05014,2.60286,0.10732,0,0.18579,0,0,0,0,0.00045,0,0,0,0,0,0,0,0,0.00011,0,0,0,0,0,0,0,0,0,0.00992,0,0,0,0,0.1909,0.00257,0,0,0,0.00017,0.0001,0,0,0.00069,0,0,0,0.02354,0,12.8216,0,0.0464,0,0,1.33278,0.00492,0,0.0003,0,0.0003,0.00071,3.77373,0,0.0322,0.01378,0.52319,0,0.01952,0,0,0,0.00045,0,0,0.00254,0.09626,0.00028,0.02651,0,0.02172,0,0,0.00025,0.00345,0,0
90,SLG15,SLG,0,0.08913,0,0,0.07101,3.1796,0.21424,0,0.23724,0,0,0,0,0.00607,0,0,0,0,0,0,0,0,0,0,0.00019,0,0,0,0,0,0,0,0.00554,0,0,0.00018,0,0,0.00321,0.0114,0,0,0,0.00022,0,0,0.00029,0,0,0,0.01279,0,19.9498,0,0.05331,0,0,3.10823,0.00272,0,0,0,0.00214,0.00247,5.801,0,0.10449,0.01342,0.77269,0.05905,0,0.00049,0,0,0.00116,0,0,0.01322,0.12862,0,0.02782,0,0.02002,0,0,0.00031,0.00256,0,0
91,SLG20,SLG,0,0.16936,0,0,0.04604,2.92023,0.18338,0.00014,0.08767,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012,0,0,0,0,0,0,0,0,0,0.00096,0,0,0,0,0,0.00315,0.00949,0,0,0,0,0,0,0.00024,0,0,0,0.00086,0,16.31361,0,0.03957,0,0,2.15069,0.00285,0.0002,0,0,0.00048,0.00127,2.61479,0,0.31557,0.01489,0.64,0.12535,0,0,0,0,0.00068,0,0,0.00736,0.09462,0.00013,0.02918,0,0.01513,0,0,0.00028,0.00181,0,0
92,SLG23,SLG,0,0.10063,0,0,0.04648,1.83098,0.22204,0,0.40299,0,0,0,0,0.00202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00372,0,0,0.00028,0,0.23737,0.00299,0,0,0,0.0001,0.00017,0,0,0,0,0,0.00049,0.01432,0,19.32559,0,0.0401,0,0,2.17639,0.00241,0,0,0.00015,0.00127,0.00172,6.02274,0,0.02923,0.01666,1.22737,0.0644,0.01272,0.00018,0,0,0.00036,0,0.00471,0.0398,0.13133,0,0.01942,0,0.0136,0,0,0.00091,0.00107,0,0.0001
93,LFS1,LFS,0,0.19964,0,0,0.07789,3.77357,0.1398,0,0.55741,0,0,0,0,0.00604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00308,0,0,0.00013,0,0.25898,0.00226,0.0088,0,0,0.00015,0.00012,0,0,0.00029,0,0,0,0.00046,0,18.29516,0,0.08013,0,0,2.48606,0.00339,0.00012,0.0003,0,0.00409,0.00055,5.22652,0,0.03511,0.01229,0.61215,0.10031,0,0.00094,0,0,0.00035,0,0,0.01777,0.18592,0.00044,0.06772,0,0.02496,0,0.00057,0.00045,0.00393,0,0
94,LFS2,LFS,0,0.15924,0,0,0.03915,2.07401,0.20892,0,0.40286,0,0,0,0,0.00702,0,0,0,0,0,0,0,0.00776,0.00018,0,0,0.00019,0,0,0,0,0,0,0.00548,0,0,0,0,0.24396,0.00325,0.00733,0,0,0,0.00015,0,0.00021,0.00027,0,0,0,0.00087,0,25.89505,0,0.05166,0,0,2.75352,0.00529,0,0.00013,0,0.002,0.00259,5.31183,0,0.05088,0.01271,1.33333,0.03481,0.00963,0.00145,0,0,0.00037,0,0,0.08244,0.1613,0.00024,0.05524,0,0.02457,0,0.00035,0.00074,0.00301,0,0
95,LFS3,LFS,0,0.1224,0,0,0.05561,3.84745,0.11421,0.0001,0.6647,0,0,0,0,0.00731,0,0,0,0,0,0,0,0,0.00016,0,0,0,0,0,0,0,0,0,0.0173,0,0,0.00015,0,0.35658,0.00346,0,0,0,0,0.00019,0,0.00034,0.00031,0,0,0,0.00014,0,21.35744,0,0.07271,0,0,3.38221,0.00549,0.00022,0,0,0.00054,0.00113,4.40354,0,0.05297,0.01631,0.71828,0.05781,0.0139,0,0,0,0.00042,0.00914,0,0.11934,0.18754,0.00058,0.06939,0,0.03016,0,0.00055,0.00046,0.00476,0,0
96,LFS4,LFS,0,0.08842,0,0,0.11966,2.59337,0.18783,0,0.16158,0,0,0,0,0.00643,0,0,0,0,0,0,0,0.00042,0,0,0,0,0,0,0,0,0,0,0.00504,0,0,0,0,0.18943,0.00277,0.00677,0,0,0.00013,0,0,0.00019,0.00024,0,0,0,0.00251,0,22.99957,0,0.05972,0,0,2.47776,0.00363,0.00011,0.00014,0,0.00045,0.00083,4.74687,0,0.04517,0.01138,0.73789,0,0.01036,0.00178,0,0,0.00029,0,0,0.09781,0.17281,0.00036,0.0473,0,0.02445,0,0.00028,0.00035,0.00241,0,0
97,LFS5,LFS,0,0.10252,0,0,0.1515,3.56275,0.19376,0.00015,0.54293,0,0,0,0,0.00025,0,0,0,0,0,0,0,0.00037,0,0,0,0,0,0,0,0,0.00032,0,0.00372,0,0,0,0,0.19894,0.00257,0.00713,0,0,0,0,0,0,0.00036,0,0,0,0.00406,0,17.04811,0,0.11201,0,0,4.42346,0.00457,0.00014,0,0,0,0.0058,3.99997,0,0.00911,0.00289,0.84251,0,0.00295,0.06079,0,0,0.00039,0,0,0.03188,0.36884,0.00035,0.07951,0,0.03784,0,0.00586,0.00197,0.00634,0,0.00028
98,LFS6,LFS,0,0.08404,0,0,0.01846,4.06015,0.2126,0.00015,0.27038,0,0,0,0,0.00447,0,0,0,0,0,0,0,0,0.00014,0,0,0,0,0,0,0,0,0,0.00093,0,0,0,0,0.32015,0.00271,0,0,0,0,0.00019,0,0,0.00012,0,0,0,0.01792,0,21.31138,0,0.06546,0,0,2.97052,0.00743,0.00017,0,0.00011,0.00267,0.0008,4.80422,0,0.04349,0.05375,1.6423,0,0.00051,0.00015,0,0,0.00017,0,0,0.02716,0.14456,0.00108,0.02755,0,0.0208,0,0.00015,0.00154,0.00276,0,0.0002
99,LFS7,LFS,0,0.10037,0,0,0.1325,3.43847,0.12932,0,0.97049,0,0,0,0,0.00018,0,0,0,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0.0051,0,0,0.00013,0,0.19926,0.00322,0.0045,0,0,0.00046,0.00022,0,0.00028,0.00013,0,0,0,0.0178,0,22.27223,0,0.08901,0,0,7.69991,0.01133,0.0003,0,0,0,0.00664,5.84257,0,0.0393,0.03411,1.17659,0.03573,0.01365,0.00098,0,0,0.00039,0,0,0.14935,0.28453,0.00019,0.11323,0,0.04658,0,0.00048,0.00096,0.00462,0,0
100,LFS8,LFS,0,0.05732,0,0,0.00093,2.39964,0.13676,0,0.33425,0,0,0,0,0.00522,0.0108,0,0,0,0,0,0,0.00048,0.00025,0,0,0,0,0,0,0,0,0,0.02035,0,0,0,0,0.34719,0.00345,0.01313,0,0,0.00012,0.00021,0,0.0002,0.00014,0,0,0,0.02703,0,28.43085,0,0.06104,0,0,5.22887,0.00517,0.0007,0.00025,0,0.0046,0.00275,4.00203,0,0.05262,0.01861,1.56426,0.03694,0.00641,0.00092,0,0,0.00032,0,0,0.08182,0.15764,0.00036,0.02872,0,0.02622,0,0.00031,0.00066,0.00372,0,0
101,LFS9,LFS,0,0.07344,0,0,0.00818,2.97511,0.13036,0.0001,0.59682,0,0,0,0,0.00534,0,0,0,0,0,0,0,0.00072,0.00012,0,0,0,0,0,0,0,0,0,0.00751,0,0,0,0,0.31714,0.00338,0.00732,0,0,0.00013,0.00028,0,0,0,0,0,0,0,0,19.09306,0.0027,0.04263,0,0,2.79567,0.00506,0,0.00025,0,0.00034,0.0066,8.17624,0,0.04887,0.03107,0.78157,0.00011,0.00719,0.00431,0,0,0.00032,0,0,0.06433,0.11045,0.00025,0.03055,0,0.01839,0,0.003,0.00031,0.0029,0,0.00018
102,LFS11,LFS,0,0.05146,0.00025,0,0.04036,2.41551,0.11787,0.00014,0.33482,0,0,0,0,0.00714,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0.00435,0,0,0.00012,0,0.17501,0.00305,0,0,0,0,0.00023,0,0.0002,0,0,0,0.00173,0.02548,0,21.42167,0,0.0504,0,0,3.5583,0.00529,0.00013,0,0,0.00372,0.00688,7.07294,0,0.05106,0.01229,0.64336,0.03559,0.00737,0.00389,0,0,0.00028,0,0,0.013,0.12171,0,0.01847,0,0.0169,0,0.00014,0.00043,0.00159,0,0
103,LFS12,LFS,0,0.0671,0,0,0.05163,2.73888,0.15235,0,0.50293,0,0,0,0,0.00711,0,0,0,0,0,0,0,0.00045,0,0,0,0,0,0,0,0,0,0,0.01679,0,0,0.00012,0,0.22593,0.00368,0,0,0,0,0.00011,0,0.00019,0,0,0.00021,0,0.01871,0,23.09561,0,0.04974,0,0,1.97243,0.00381,0.0008,0.00011,0,0.00321,0.00073,8.05856,0.00041,0.04796,0.00767,0.45607,0.029,0.00936,0.00053,0,0,0.00116,0,0,0.05664,0.20601,0,0.03432,0,0.02824,0,0.00021,0.00037,0.00289,0,0
104,LFS13,LFS,0,0.10565,0,0,0.10097,2.59887,0.13345,0,0.60588,0,0,0,0,0.00786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01393,0,0,0,0,0.29996,0.00339,0.01215,0,0,0.00038,0,0,0.00033,0.00049,0,0,0,0.00168,0,23.44126,0,0.06716,0,0,2.75114,0.00727,0.00018,0,0,0.00052,0.00453,4.70048,0,0.06448,0.0211,0.86181,0.00011,0.01022,0.00129,0,0,0.00046,0,0,0.09111,0.16327,0.00038,0.04236,0,0.01998,0,0.00051,0.00068,0.00338,0,0
105,LFS14,LFS,0,0.08457,0,0,0.10878,2.63522,0.15832,0,0.69556,0,0,0,0,0.00625,0,0,0.00043,0,0,0,0.00022,0,0,0,0,0,0,0,0,0,0,0.00013,0.00116,0,0.00062,0,0,0.13508,0.00277,0,0,0,0.00339,0,0,0,0,0,0,0.00018,0.01034,0,19.4931,0,0.05195,0,0,3.28579,0.00247,0,0,0,0.00094,0.00023,6.86793,0,0.05755,0.03679,0.34889,0.03453,0.00693,0.00301,0,0,0.00038,0,0.00447,0.00377,0.1104,0,0.06223,0,0.02502,0,0.00056,0.00026,0.00206,0,0
106,LFS15,LFS,0,0.06766,0.00018,0,0.04449,2.58134,0.12638,0,0.53911,0,0,0,0,0.00262,0,0,0,0,0,0,0,0,0,0,0.03611,0,0,0,0,0,0,0,0.0004,0,0,0,0,0,0.00307,0,0,0,0,0.00012,0,0,0.00015,0.00019,0,0,0.01204,0,19.13507,0,0.02358,0,0.00029,2.43323,0.00904,0.00172,0,0,0.00183,0.00089,10.47542,0,0.09118,0.04998,0.02925,0.00015,0.01234,0.0187,0,0,0,0,0,0.01732,0.05249,0,0.03134,0,0.02922,0,0,0.00047,0.00241,0,0
107,SGC1,SGC,0,0.12232,0,0,0.08013,3.75187,0.26986,0,0.71635,0,0,0,0,0.00511,0,0,0,0,0,0,0,0,0.00012,0,0,0,0,0,0,0,0,0,0.01707,0,0,0.00014,0,0.34945,0.00319,0.00868,0,0,0.0001,0.0002,0,0,0.00027,0,0,0,0.00203,0,25.64674,0,0.08078,0,0,1.72061,0.00537,0.00264,0,0,0.00163,0.00099,5.56527,0,0.04762,0.01246,1.17566,0.06143,0.02552,0.00099,0,0,0.00018,0,0,0.11351,0.17263,0.00032,0.03911,0,0.04207,0,0.00018,0.00048,0.00329,0,0
108,SGC2,SGC,0,0.16115,0,0,0.07979,5.81821,0.12115,0.00011,0.55956,0,0,0,0,0.00725,0.00767,0,0,0,0,0,0,0,0.00018,0,0,0,0,0,0,0,0,0,0.02446,0,0,0.00021,0,0.29575,0.00327,0,0,0,0.0001,0.00015,0,0.00044,0.00016,0,0,0,0.00033,0,21.43397,0,0.12496,0,0,2.53064,0.0064,0.00025,0,0,0.00042,0.00063,5.62741,0,0.05945,0.01468,1.76243,0.04313,0.01491,0,0,0,0.00015,0.00877,0,0.20896,0.30727,0.00025,0.07486,0,0.03352,0,0.00104,0.00075,0.0068,0,0.00065
109,SGC3,SGC,0.00042,0.20534,0,0,0.15683,5.62281,0.17175,0.00026,0.28487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00303,0,0,0,0,0,0.00283,0,0,0,0,0.00011,0,0.00054,0,0,0,0.00012,0.00091,0,14.87787,0,0.13077,0,0,3.4365,0.00265,0.00018,0,0,0.00043,0.00169,5.81192,0,0.10623,0.01424,0.70469,0.00016,0.01638,0.00076,0,0,0.00032,0,0,0.02574,0.37237,0.00097,0.09837,0,0.03552,0,0,0.00115,0.00539,0,0.00014
110,SGC4,SGC,0,0.11982,0,0,0.15474,6.62847,0.233,0,0.31188,0,0,0,0,0.00012,0,0,0,0,0,0,0,0,0.00014,0,0,0,0,0,0,0.00011,0,0,0.00403,0,0,0.00025,0,0,0.00365,0,0,0,0,0,0,0.00032,0,0,0,0,0.00027,0,18.54319,0,0.14365,0,0,3.26828,0.00344,0.00017,0,0,0.00053,0.00219,6.22256,0,0.11216,0.00406,0.47862,0.1555,0.01655,0,0,0,0.00045,0,0,0.01526,0.31514,0.00024,0.06423,0,0.03002,0,0.00125,0.00097,0.0062,0,0
111,SGC5,SGC,0,0.10971,0,0,0,3.15981,0.21034,0.00017,0.53454,0,0,0,0,0.00584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00263,0,0,0,0,0.3062,0.0028,0,0,0,0,0.00019,0,0,0.00025,0,0,0,0.00188,0,16.92146,0,0.09428,0,0,1.37702,0.00321,0.0002,0,0,0.0001,0.0005,4.36907,0,0.07332,0.02473,0.48341,0,0,0,0,0,0.00021,0,0,0.00579,0.12265,0.00023,0.03949,0,0.02289,0,0,0.00138,0.0028,0,0.00011
112,SGC6,SGC,0,0.12358,0,0,0,11.32622,0,0,4.49658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1343,0,0.00583,0,0,0.00598,0,0,0,0,0,0,8.32088,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039,0,0,0,0.00111,0,0,0,0,0,0
113,SGC7,SGC,0,0.1231,0,0,0.10231,4.42862,0.26878,0,0.26216,0,0,0,0,0.00016,0,0,0,0,0,0,0,0,0.00014,0,0,0,0,0,0,0,0,0,0.00463,0,0,0.00025,0,0,0.00406,0,0,0,0,0.00036,0,0,0,0,0,0.00028,0.00029,0,24.22166,0,0.09798,0,0,2.50025,0.00294,0.00125,0,0,0.00067,0.00053,4.31176,0,0.14296,0.01175,1.41316,0.10938,0.01486,0,0,0,0,0,0,0.03117,0.25855,0.00044,0.04448,0,0.03252,0,0.00048,0.00067,0.00406,0,0
114,SGC8,SGC,0,0.20902,0,0,0.14297,3.26421,0.13796,0,0.5286,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0.01598,0,0,0,0,0.22086,0.00351,0,0,0,0,0.00026,0,0.00062,0,0,0,0,0.01805,0,16.29015,0,0.11614,0,0,6.23212,0.00427,0.00017,0,0,0.00034,0.00017,4.83171,0,0.0688,0.01557,0.38263,0.03172,0.01767,0,0,0,0.00174,0,0,0.00916,0.32884,0.00013,0.06991,0,0.04005,0,0.00123,0.00124,0.00605,0,0.0003
115,SGC9,SGC,0,0.15534,0,0,0.07287,3.97073,0.23282,0,0.20898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00457,0,0,0,0,0,0.00365,0,0,0,0,0.00038,0,0.00025,0.00025,0,0,0,0.00031,0,23.47474,0,0.07708,0,0,3.94348,0.00346,0.00014,0,0,0.00329,0.00233,3.22552,0,0.1493,0.01768,0.44564,0.12675,0.0143,0.00242,0,0,0.00098,0,0,0.03298,0.11443,0.00014,0.01299,0,0.0259,0,0.00022,0.00058,0.0032,0,0.00018
116,SGC10,SGC,0,0.11678,0,0,0.106,2.22397,0.23445,0,0.51203,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0.00097,0,0,0,0,0.23747,0.00312,0,0,0,0,0.00015,0,0,0.0004,0,0,0,0.0013,0,23.02283,0,0.06354,0,0,2.64522,0.00491,0,0,0,0.00038,0.00117,3.57033,0,0.05478,0.06995,0.79114,0.00015,0.01539,0,0,0,0.00055,0,0,0.06568,0.16926,0.00036,0.02097,0,0.02884,0,0.0004,0.00129,0.00242,0,0
117,SGC11,SGC,0,0.16449,0,0,0.07689,4.26787,0.00188,0,0.29539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00425,0.01691,0,0,0,0.42212,0.00373,0,0,0,0.00014,0,0,0,0,0,0,0,0.00016,0,21.13416,0,0.06993,0,0,1.54412,0.00704,0.00023,0,0,0,0.00117,4.37098,0,0.06452,0.01658,0.68843,0.00021,0.02073,0,0,0,0.0002,0,0,0.01817,0.15774,0.00014,0.04188,0,0.03,0,0.00862,0.00032,0.00543,0,0.00013
118,SGC12,SGC,0,0.15804,0,0,0.07694,3.88673,0.23356,0,0.29162,0,0,0,0,0.004,0,0,0,0,0,0,0,0.00059,0,0,0.00013,0,0,0,0,0,0,0,0.00204,0,0,0.00016,0,0,0.00293,0,0,0,0,0.00017,0,0.00047,0.00029,0,0,0.00017,0.00182,0,18.45849,0,0.07347,0,0,2.41198,0.00255,0.00012,0,0,0.00049,0.00143,6.33297,0,0.46876,0.00891,0.36042,0,0.01352,0,0,0,0.00033,0,0,0.02333,0.12698,0.00027,0.05679,0.00022,0.02191,0,0.00021,0.0006,0.00342,0,0.00014
119,RGT1,RGT,0,0.13728,0,0,0.10537,4.71724,0.22608,0,0.41662,0,0,0,0,0.00453,0.00012,0,0,0,0,0,0,0,0.00011,0,0,0,0,0,0,0,0,0,0.01578,0,0,0.00014,0,0.27148,0.00348,0.00816,0,0,0,0.00017,0,0.00042,0.0004,0,0,0.00022,0.02593,0,19.86731,0,0.08081,0,0,3.13969,0.00397,0.00011,0.00025,0,0.00793,0.00255,7.582,0,0.11645,0.01335,1.38328,0.00021,0.01502,0,0,0,0.00151,0,0,0.01676,0.19081,0.00016,0.04592,0,0.03093,0,0.00156,0.00102,0.00405,0,0.00021
120,RGT2,RGT,0,0.12081,0,0,0.23557,5.46384,0.2072,0,0.76481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014,0,0,0,0,0,0,0,0,0,0.00341,0,0,0.00014,0,0,0.00354,0,0,0,0.00273,0.00018,0,0.0005,0,0,0.02953,0.00025,0.00091,0,19.8262,0,0.11568,0,0,4.15522,0.00329,0.00013,0.00018,0,0.00047,0.00075,7.28082,0,0.13134,0.04345,0.46316,0.12434,0.01594,0.00477,0,0,0.0002,0,0,0.08553,0.21998,0.0002,0.06166,0.00048,0.02916,0,0.00181,0.00115,0.0052,0,0.00012
121,RGT3,RGT,0,0.11858,0,0,0.07307,5.35577,0.19833,0,0.20636,0,0,0,0,0.0052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172,0,0,0.00016,0,0,0.00345,0,0,0,0,0.00037,0.02727,0,0.00019,0,0,0,0.00103,0,19.00816,0,0.07574,0,0,1.9183,0.00401,0.00202,0,0,0.00074,0.03921,7.95335,0.00021,0.13171,0.01011,2.49445,0,0.01247,0.00117,0,0,0.00097,0,0,0.02888,0.15862,0.00013,0.01888,0,0.02728,0,0.00076,0.00071,0.00298,0,0.00015
122,RGT4,RGT,0,0.12755,0,0,0.06942,3.76756,0,0,0.65019,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0.00012,0,0,0,0,0,0,0,0,0,0.00539,0,0,0.00018,0,0.36054,0.00375,0,0,0,0,0,0,0,0.00021,0,0,0,0.03144,0,21.89693,0,0.07362,0,0,2.75849,0.00988,0,0,0,0.00274,0.00067,4.79054,0,0.05777,0.01824,0.6704,0.05691,0.01366,0.0003,0,0,0.00024,0,0,0.11805,0.11061,0.00049,0.02973,0,0.02636,0,0.00058,0.00057,0.00305,0,0
123,RGT5,RGT,0,0.13542,0,0,0.04368,3.97668,0.27358,0,0.42385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00648,0,0,0.00017,0,0,0.00413,0,0,0,0,0.00021,0,0,0.0005,0,0,0.00025,0.00054,0,20.92802,0,0.04916,0,0,1.64321,0.00351,0,0.00049,0,0.00369,0.00017,4.88962,0,0.15586,0.01903,1.02914,0,0.01213,0.00179,0,0,0.00032,0,0,0.00668,0.08814,0.00021,0.00787,0,0.01904,0,0,0.00041,0.00223,0,0.00012
124,RGT6,RGT,0,0.09545,0,0,0.02647,2.89068,0.31689,0,0.41061,0,0,0,0,0.00985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0.00017,0,0.25347,0.00335,0,0,0,0,0.00019,0,0,0.00026,0,0,0.0002,0.00044,0,22.10377,0,0.03323,0,0.00027,1.07236,0.00331,0,0,0,0.00374,0.00262,2.83246,0,0.13459,0.01268,1.73724,0.03984,0.00978,0.00371,0,0,0.0011,0,0,0.01438,0.07828,0.00018,0.01717,0,0.01928,0,0.00069,0.00022,0.00207,0,0
125,RGT7,RGT,0,0.08552,0,0,0.01796,2.30807,0.26998,0,0.11689,0,0,0,0,0.01044,0,0.00058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00398,0,0,0.00012,0,0,0.0034,0,0,0,0,0.00025,0,0.00032,0,0,0,0.00025,0.0019,0,20.46559,0,0.02458,0,0,2.62198,0.00308,0.00111,0.00022,0.0001,0.00463,0.0007,5.14983,0,0.15085,0.00933,1.24587,0.09286,0.00745,0.00211,0,0,0.18731,0,0,0.00579,0.05631,0,0.00424,0,0.01767,0,0,0.00017,0.0015,0,0
